base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
3hop_percentage_chain_0043,replace_prior,3,magnitude_error,False,False,0.9994705739753528,0.6388947331078271,True,2
3hop_percentage_chain_0043,branch_and_pick,3,magnitude_error,False,False,0.465865642353356,0.2181773181866847,False,2
2hop_counting_0015,baseline,2,off_by_one,False,False,0.9576592255161648,0.4788899075386761,True,0
2hop_counting_0015,reprompt,2,off_by_one,False,False,0.9576592255161648,0.4788899075386761,True,1
2hop_counting_0015,replace_prior,2,off_by_one,False,False,0.2468594727104173,0.1234900311358023,False,1
2hop_counting_0015,branch_and_pick,2,off_by_one,False,False,0.3354644594699177,0.1677925245155525,False,1
2hop_fractions_0026,baseline,2,wrong_operator,False,False,0.987642031150422,0.4939119473315277,True,0
2hop_fractions_0026,reprompt,2,wrong_operator,False,False,0.987642031150422,0.4939119473315277,True,1
2hop_fractions_0026,replace_prior,2,wrong_operator,False,False,0.3562813262739778,0.1782315948933056,False,1
2hop_fractions_0026,branch_and_pick,2,wrong_operator,False,False,0.2270701956696917,0.1136260295911626,False,1
4hop_multi_stage_allocation_0016,baseline,4,wrong_operator,False,False,0.9999999976300796,0.7703277543132646,True,0
4hop_multi_stage_allocation_0016,reprompt,4,wrong_operator,False,False,0.9999999976300796,0.7703277543132646,True,3
4hop_multi_stage_allocation_0016,replace_prior,4,wrong_operator,False,False,0.9997306991343786,0.5992540823633794,True,3
4hop_multi_stage_allocation_0016,branch_and_pick,4,wrong_operator,False,False,0.7877359113311335,0.4519750470441365,False,3
2hop_arithmetic_0021,baseline,2,wrong_operator,False,False,0.9999988819504544,0.5001275141926703,True,0
2hop_arithmetic_0021,reprompt,2,wrong_operator,False,False,0.9999988819504544,0.5001275141926703,True,1
2hop_arithmetic_0021,replace_prior,2,wrong_operator,False,False,0.8940716204299692,0.4471638834324278,True,1
2hop_arithmetic_0021,branch_and_pick,2,wrong_operator,False,False,0.9983243435210014,0.4992902449779439,True,1
2hop_fractions_0022,baseline,2,wrong_unit,False,False,0.9932911597048468,0.5124203452181704,True,0
2hop_fractions_0022,reprompt,2,wrong_unit,False,False,0.9932911597048468,0.5124203452181704,True,1
2hop_fractions_0022,replace_prior,2,wrong_unit,False,False,0.8423016421072043,0.4369255864193491,True,1
2hop_fractions_0022,branch_and_pick,2,wrong_unit,False,False,0.2691105515335096,0.1503300411325018,False,1
