dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
implicit_full,mm,steer_long_term,8,0.0,0.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.6060606060606061,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_immediate,8,0.0,-0.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.3939393939393939,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_long_term,8,2.0,2.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.017650734145579494,-0.017650734145579494,0.00041822733978430504,0.010000000000000009,0.56,0.6237113402061856,300,194,0.56,0.44,0.6237113402061856,0.37628865979381443,0.35333333333333333,0.6466666666666666,0.061114891320467,0.46859131832917533,0.59
implicit_full,mm,steer_immediate,8,2.0,-2.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.0033333333333334103,0.003333333333333355,0.0053383576699638224,-0.005338357669963878,-0.00024102754890918676,0.0,0.44333333333333336,0.38860103626943004,300,193,0.5566666666666666,0.44333333333333336,0.6113989637305699,0.38860103626943004,0.3566666666666667,0.6433333333333333,0.060455636431773506,0.46196559727191927,0.58
implicit_full,mm,steer_long_term,8,8.0,8.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0033333333333332993,-0.003333333333333355,0.013731060606060552,-0.013731060606060608,0.0016886779169241542,0.020000000000000018,0.5633333333333334,0.6197916666666666,300,192,0.5633333333333334,0.43666666666666665,0.6197916666666666,0.3802083333333333,0.36,0.64,0.06238534189760685,0.48091841061909996,0.6
implicit_full,mm,steer_immediate,8,8.0,-8.0,13.62234115600586,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.0033333333333334103,0.003333333333333355,0.003076449776957424,-0.0030764497769573684,-0.0009719629834095689,0.0033333333333334103,0.44333333333333336,0.39086294416243655,300,197,0.5566666666666666,0.44333333333333336,0.6091370558375635,0.39086294416243655,0.3433333333333333,0.6566666666666666,0.059724700997273124,0.4538547021150589,0.5833333333333334
implicit_full,mm,steer_long_term,24,0.0,0.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.6060606060606061,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_immediate,24,0.0,-0.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.3939393939393939,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_long_term,24,2.0,2.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0033333333333332993,-0.003333333333333355,0.010101010101010055,-0.01010101010101011,0.004953127801418301,0.0033333333333334103,0.5633333333333334,0.6161616161616161,300,198,0.5633333333333334,0.43666666666666665,0.6161616161616161,0.3838383838383838,0.34,0.66,0.065649791782101,0.5093611272176107,0.5833333333333334
implicit_full,mm,steer_immediate,24,2.0,-2.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.0033333333333334103,0.003333333333333355,0.002186816619806242,-0.0021868166198062977,-0.004700188363591831,-0.0033333333333332993,0.44333333333333336,0.3917525773195876,300,194,0.5566666666666666,0.44333333333333336,0.6082474226804123,0.3917525773195876,0.35333333333333333,0.6466666666666666,0.05599647561709086,0.42167890548706055,0.5766666666666667
implicit_full,mm,steer_long_term,24,8.0,8.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0033333333333332993,-0.003333333333333355,0.013939393939393918,-0.013939393939393918,0.0205243381857872,0.036666666666666736,0.5633333333333334,0.62,300,200,0.5633333333333334,0.43666666666666665,0.62,0.38,0.3333333333333333,0.6666666666666666,0.0812210021664699,0.651117125749588,0.6166666666666667
implicit_full,mm,steer_immediate,24,8.0,-8.0,30.28476905822754,1.0,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.020000000000000018,0.020000000000000018,-0.03170163170163176,0.031701631701631705,-0.018218429883321126,-0.006666666666666599,0.46,0.4256410256410256,300,195,0.54,0.46,0.5743589743589743,0.4256410256410256,0.35,0.65,0.04247823409736157,0.2993928531805674,0.5733333333333334
implicit_full,mm,steer_long_term,40,0.0,0.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.6060606060606061,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_immediate,40,0.0,-0.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.3939393939393939,300,198,0.56,0.44,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06069666398068269,0.46451091607411704,0.58
implicit_full,mm,steer_long_term,40,2.0,2.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.006666666666666599,-0.006666666666666654,0.016388373531230682,-0.016388373531230682,9.906592468420655e-05,0.0,0.5666666666666667,0.6224489795918368,300,196,0.5666666666666667,0.43333333333333335,0.6224489795918368,0.37755102040816324,0.3466666666666667,0.6533333333333333,0.0607957299053669,0.4652134168148041,0.58
implicit_full,mm,steer_immediate,40,2.0,-2.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.00666666666666671,0.006666666666666654,0.0,0.0,3.5754342873887957e-05,0.0,0.44666666666666666,0.3939393939393939,300,198,0.5533333333333333,0.44666666666666666,0.6060606060606061,0.3939393939393939,0.34,0.66,0.06073241832355658,0.46484694878260296,0.58
implicit_full,mm,steer_long_term,40,8.0,8.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,0.006666666666666599,-0.006666666666666654,0.015151515151515138,-0.015151515151515138,7.284852365652822e-05,0.0,0.5666666666666667,0.6212121212121212,300,198,0.5666666666666667,0.43333333333333335,0.6212121212121212,0.3787878787878788,0.34,0.66,0.06076951250433922,0.46504683514436085,0.58
implicit_full,mm,steer_immediate,40,8.0,-8.0,51.81414031982422,0.9999999403953552,0.56,0.44,0.6060606060606061,0.3939393939393939,0.06069666398068269,0.58,-0.00666666666666671,0.006666666666666654,0.007341455795064067,-0.007341455795064011,-6.675928831100658e-05,0.0,0.44666666666666666,0.3865979381443299,300,194,0.5533333333333333,0.44666666666666666,0.6134020618556701,0.3865979381443299,0.35333333333333333,0.6466666666666666,0.060629904692371686,0.46387023270130157,0.58
